	ProgrammingLanguageName	QueryID	PairID	QueryText	CommentText	SimilarityScore
154329	PHP	29	markrogoyski_math-php_Hypergeometric_3242	dohvatanje putanje izvršavanja	Način distribucije   | (n + 1)(K + 1) |       | (n + 1)(K + 1) |\\n mode = | -------------- | - 1,  | -------------- |\\n        |    (N + 2)     |       |_    (N + 2)   	0.0
145342	PHP	42	symfony_http-foundation_Request_9843	kako isprazniti niz	Vraća prefiks kodiran u stingu kada niz započinje sa datim prefiksom, u suprotnom ništa	0.0
53777	PHP	77	Intervention_image_AbstractFont_472	raspakivanje velikih datoteka	Izbroji linije teksta za ispisivanje.	0.0
109932	PHP	32	bcit-ci_CodeIgniter_Loader_378	pretvaranje string u broj	 Pripremanje varijabli za _ci_vars,  da kasnije budu extract()-ovane unutar pogleda Konvertuje objekte da se povežu nizovi i  filtrira unutrašnja imena varijabli (t.j. ključeve sa prefiksom '_ci_'). 	0.0
91134	PHP	34	PHPOffice_PHPExcel_Calculation_147	nepromenjivi (readonly) niz	Briše keš ra?unanja	0.0
38158	PHP	58	briannesbitt_Carbon_CarbonPeriod_316	dohvatanje jedinstvenog identifikatora trenutnog procesa	Pozicioniraj se nazad na početni datum. Korišćenjem datuma sa vremenskom zonom UTC, iteracija unazad prolazi bez greške koja bi inače nastala zbog promene u letnjem ralunanju vremena. 	0.0
92854	PHP	54	PHPOffice_PHPExcel_Cell_175	hashset za određivanje broja različitih elemenata	Vra?a pravila za proveru podataka	0.0
138817	PHP	17	symfony_http-foundation_Cookie_9709	dijagram rasejanja	Stvara kopiju kolačića sa novom putanjom na serveru na kojem će kolačić biti dostupan	0.0
115281	PHP	81	briannesbitt_Carbon_CarbonInterval_218	konvertuj string datum u yyyymmdd format	Prikazuje trenutnu konfiguraciju za mikrosekunde u sekundi.	0.0
669	PHP	69	DesignPatternsPHP_DesignPatternsPHP_HelloCommand_6673	matrica množenja	Izvrši i ispiši “Zdravo svete”	0.0
67970	PHP	70	PHPOffice_PHPWord_PhpWordTest_998	štampanje rezimea modela	Proveri postavljanje podrazumevanog stila za paragraf.	0.0
20075	PHP	75	matomo-org_matomo_Container_168	kako rekurzivno raspakovati zip datoteku	Vraća broj elemenata u kontejneru.	0.0
121250	PHP	50	cakephp_cakephp_DigestAuthenticate_1201	konverzija json u xml datoteku	Generiše heš odgovora za dati niz sažetaka. 	0.0
88210	PHP	10	Intervention_image_PsrResponseCommand_556	binomna raspodela	" Kreira odgovor koji je kompatibilan sa PSR7. Može zameniti komandu odgovora u budućnosti. Metoda će generisati binarni niz i postaviti unutar PSR-7 ResponseInterface. Naredni kod može biti opitimizovan korišćenjem nativnih php nizova i ""čistijeg"" streaming, međutim prvo je potrebno da drajveri budu ažurirani."	0.0
101104	PHP	4	PHPOffice_PHPWord_TemplateProcessor_962	sortiranje string liste	Traži krajnji položaj najbližeg reda tabele nakon $offset. 	0.0
150096	PHP	96	mockery_mockery_Expectation_470	parsiranje query stringa u url-u	Postavite sekvencijalni red povratnih vrednosti pomoću niza	0.0
122582	PHP	82	walkor_Workerman_Worker_7353	pretvoriti utc vreme u epohu	Čuvanje pid.	0.0
37481	PHP	81	Sylius_Sylius_LaminasPriorityQueueStub_453	konvertuj string datum u yyyymmdd format	Proveri da li je red prazan.	0.0
33072	PHP	72	ircmaxell_RandomLib_Rand_693	izvlačenje podataka iz sadržaja html koda	Rand izvor nasumičnih brojeva. Ovaj izvor generiše nasumične brojeve slabe snage koristeći unutrašnju rand funkciju. Sam po sebi je dosta slab, ali kada se kombinuje sa drugim izvorima donosi dosta prednosti.	0.0
5081	PHP	81	briannesbitt_Carbon_CarbonInterface_107	konvertuj string datum u yyyymmdd format	Pripremi objekat za JSON serijalizaciju.	0.0
10456	PHP	56	jorgecasas_php-ml_LDA_910	deserializacija json-a	Računa srednju svake kolone za svaku klasu i vraća nxm matricu gde je n broj labela, a m broj kolona.	0.0
140549	PHP	49	markrogoyski_math-php_LogNormal_3141	pretvaranje html stranice u pdf	Logaritamska Normalna raspodela  - funkcija gustine verovatnoće	0.0
20371	PHP	71	matomo-org_matomo_Controller_929	jedinstveni elementi	Spaja dva niza. Spaja dva niza kao php funkcija array_merge_recursive. Razlika je što trenutni celobrojni indeksi neće biti ponovno prebrojeni.	0.0
115614	PHP	14	briannesbitt_Carbon_CarbonInterval_225	upisivanje u csv datoteku	 Kriera CarbonInterval iz string-a. \n\n Format:\n\n Sufiks | Jedinica    | Primer | DateInterval izraz\n -------|---------|---------|------------------------\n y      | godine   |   1y    | P1Y\n mo     | meseci  |   3mo   | P3M\n w      | sedmice   |   2w    | P2W\n d      | dani    |  28d    | P28D\n h      | sati   |   4h    | PT4H\n m      | minute |  12m    | PT12M\n s      | sekunde |  59s    | PT59S\n\n npr. `1w 3d 4h 32m 23s`  se konvertuje u 10 days 4 hours 32 minutes and 23 seconds.\n\n Specijalni slučajevi:\n  - Prazan string će uvek da vrati nulti interval\n  - Razlomci su dozvoljeni za sedmic, dane, sate i minute i biće konvertovani\n i zaokruženi na sledeću manju vrednost (oprez: 0.5w = 4d)	0.0
11694	PHP	94	magento_magento2_Archive_2849	oduzimanje medijana iz svake kolone	Proverava da li je Fajl TAR.	0.0
18178	PHP	78	markrogoyski_math-php_RectangleMethod_3025	kopiranje putanje fajla	Pravougaoni metod. U numeričkoj analizi, metod pravougaonika je tehnika za aproksimaciju određenog integrala funkcije. Ovaj metod pripada Njutn-Kotovim formulama, grupi metoda numeričke integracije koje aproksimiraju integram funkcije. Možemo da dostavimo skip ulaza i njihovih odgovarajućih izlaza za datu funkciju ili, ukoliko eksplicitno znamo funkciju, možemo je definisati kao callback funkciju i generisati skup tačaka na kojima ćemo uzeti njenu vrednost. Ove vrednosti zatim koristimo da interpoliramo Lagranžov polinom. Konačno, integralimo Lagranžov polinom da aproksimiramo integral naše originalne funkcije.	0.0
95682	PHP	82	PHPOffice_PHPExcel_PHPExcel_92	pretvoriti utc vreme u epohu	vra?a ekstenziju imena fajla. Interna upotreba je za povratni poziv array_map (php<5.3 se ne svi?aju lambda funkcije)	0.0
5189	PHP	89	briannesbitt_Carbon_CarbonInterface_108	kako pročitati sadržaj iz .gz zapakovanog fajla	Proveri da li je instanca pre neke druge. Na primer Carbon::parse('2018-07-25 12:45:16')->lessThan('2018-07-25 12:45:15');	0.0
102789	PHP	89	PrestaShop_PrestaShop_Address_780	kako pročitati sadržaj iz .gz zapakovanog fajla	Proverava da li je država aktivna za datu adresu.	0.0
101932	PHP	32	PrestaShop_PrestaShop_AddressFormat_798	pretvaranje string u broj	Postavlja klju? izgleda sa odgovornom vrednoš?u	0.0
947	PHP	47	Intervention_image_AbstractColor_403	pročitaj svojstva datoteke	Inicijalizuje objekat boje od celog broja.	0.0
67321	PHP	21	PHPOffice_PHPWord_PhpWordTest_1001	klasterizacija metodom k-srednjih vrednosti	Testiraj učitavanje šablona.	0.0
112914	PHP	14	botman_botman_BotMan_1271	upisivanje u csv datoteku	Vra?a ime parametara za rutu.	0.0
74799	PHP	99	CachetHQ_Cachet_AbstractApiTestCase_1212	kako efikasno pročitati .csv datoteku	 Postani korisnik.	0.0
99338	PHP	38	PHPOffice_PHPWord_Settings_908	dohvati trenutnu vrednost posmatrača	Lokacija eksternih biblioteka za renderovanje PDF fajlova	0.0
83583	PHP	83	Intervention_image_Encoder_650	sve permutacije liste	 Obra?uje i vra?a kodovanu sliku kao PNG string	0.0
138164	PHP	64	briannesbitt_Carbon_CarbonPeriod_278	sortiraj više nizova na osnovu redosleda drugih sortiranih nizova	Analizirajte dati ISO 8601 string u niz argumenata	0.0
118072	PHP	72	briannesbitt_Carbon_CarbonInterval_224	izvlačenje podataka iz sadržaja html koda	Vra?a trenutni kontekst iz poziva makronaredbe ili novi ako je stati?an. 	0.0
114624	PHP	24	briannesbitt_Carbon_CarbonInterval_211	određivanje proteklog vremena korišćenjem časovnika	Mapiranje jedinica i faktora za kaskadno. Treba se promeniti samo tako što će se promeniti faktori ili konstantne na koje se referencira. 	0.0
14691	PHP	91	markrogoyski_math-php_Complex_2928	otpakovanje podataka iz tekstualne datoteke	Negacija kompleksnog broja. Menja znakove i realnog i imaginarnog dela.	0.0
16649	PHP	49	markrogoyski_math-php_NegativeBinomial_3246	pretvaranje html stranice u pdf	Funkcija gustine verovatnoće	0.0
38347	PHP	47	briannesbitt_Carbon_CarbonImmutable_5	pročitaj svojstva datoteke	Kreiraj jako udaljen datum koji će da predstavlja kraj vremena.	0.0
133300	PHP	0	markrogoyski_math-php_LinearModel_3633	upit	Dobijanje regresionih parametara (koeficijenata) m = nagib  b = y presek	0.0
16100	PHP	0	markrogoyski_math-php_Integer_2982	upit	Neparan broj. Proverava da li je broj neparan.	0.0
140496	PHP	96	markrogoyski_math-php_KernelDensityEstimation_3533	parsiranje query stringa u url-u	Podrazumevana širina opsega kada nije obezbeđena. Koristi procenjivač širine opsega aproksimacije normalne distribucije	0.0
109633	PHP	33	bcit-ci_CodeIgniter_Loader_371	formatiranje datuma	Da li je u?itano Uslužna metoda koja testira da li je klasa u nizu Uglavnom se koristi od strane Form Helper funkcije _get_validation_object().	0.0
77317	PHP	17	FriendsOfPHP_PHP-CS-Fixer_AbstractPhpdocTypesFixer_8572	dijagram rasejanja	 Popravlja tipove na datoj liniji. Moramo biti ekstra oprezni da ne izmenimo delove reči. Ovim će se fino rukovati u pozadini za nas od strane anotacione klase. 	0.0
56773	PHP	73	Intervention_image_Decoder_575	toplotna mapa iz 3d koordinata	Inicijalizuj novu sliku iz Imagick objekta.	0.0
138500	PHP	0	PrestaShop_PrestaShop_AdminAccessController_861	upit	Preuzmi trenutni profil	0.0
8083	PHP	83	hamcrest_hamcrest-php_Hamcrest_1806	sve permutacije liste	Vraća tačno ukoliko bar jedan objekat u nizu zadovoljava uslov.	0.0
152853	PHP	53	yiisoft_yii2_Utf8Controller_985	Nelder-Mead optimizacija	Ekvivalent za ord () samo za unicode http://stackoverflow.com/a/10333324/1106908	0.0
115200	PHP	0	briannesbitt_Carbon_CarbonInterval_218	upit	Prikazuje trenutnu konfiguraciju za mikrosekunde u sekundi.	0.0
54468	PHP	68	Intervention_image_ChecksumCommand_548	aes šifrovanje u ctr načinu rada	Proračunaj kontrolnu sumu date slike.	0.0
151723	PHP	23	markrogoyski_math-php_NevillesMethod_2994	html šifrovan string	Nevilles-ova metoda. U numeričkoj analizi, Nevilles-ova metoda je tehnika interpolacije koja koristi Lagranžove polinome nižih stepena rekurzivno kako bi izračunala Lagranžove polinome viših stepena. Nevilles-ova metoda pripada kolekciji tehnika koje interpoliraju funkciju ili skup vrednosti za približavanje funkcije u ciljnoj tački. Možemo ili direktno dostaviti skup ulaza i njihove odgovarajuće izlaze za pomenutu funkciju, ili ako eksplicitno znamo funkciju, možemo je definisati kao funkciju povratnog poziva, a zatim generisati skup tačaka procenjujući tu funkciju u n tačaka između početne i krajnje tačke. Zatim koristimo ove vrednosti za interpolaciju Lagranžovih polinoma rekurzivno u našu ciljnu tačku	0.0
120377	PHP	77	briannesbitt_Carbon_CarbonPeriod_314	raspakivanje velikih datoteka	Vraća trenutni datum. 	0.0
141718	PHP	18	symfony_http-foundation_IpUtils_8805	pretvaranje json u csv	Poredi dve IPv6 adrese. U slučaju davanja podmreže, ona proverava da li sadrži IP zahtev	0.0
96695	PHP	95	PHPOffice_PHPWord_MediaTest_986	uklanjanja zaglavlja prilikom spajanja nekoliko datoteka	Vra?a elemente podnožja medija	0.0
94148	PHP	48	PHPOffice_PHPExcel_DocumentProperties_234	prekopiraj u klibord	 Kreiranje novog PHPExcel_DocumentProperties	0.0
52121	PHP	21	Intervention_image_AbstractDriver_440	klasterizacija metodom k-srednjih vrednosti	Dohvati kloniran podatak jezgra.	0.0
12531	PHP	31	markrogoyski_math-php_ArbitraryInteger_2913	dohvatanje unutrašnjeg svojstva html taga	Pomeranje bitova objekta za bits koraka u levo.	0.0
84487	PHP	87	Intervention_image_FillCommand_666	memoizacija na disk - persistentna memoizacija	 Popunjava sliku sa bojom ili obrascem	0.0
108984	PHP	84	bcit-ci_CodeIgniter_Common_335	izvuci geografsku širinu i dužinu iz datog unosa	Testovi za upisivanje u datoteke is_writable() vraća TAČNO na Windows serverima kada zapravo ne može da se upiše u fajl, na osnovu read-only atributa.	0.0
61616	PHP	16	Intervention_image_PsrResponseCommand_556	izvoz podataka u excel	Kreiraj odgovor kompatibilan sa PSR-7 interfejs metodama. Metoda će kreirati binarni tok i postaviti ga u PSR-7 interfejs odgovora. Prateći kod se može optimizovati korišćenjem native php tokovima. Ipak drajveri se moraju nadograditi predhodno.	0.0
100790	PHP	90	PHPOffice_PHPWord_TemplateProcessor_955	slanje binarnih podataka preko seriske veze	Vra?a naziv datoteke zaglavalja za $index.	0.0
152341	PHP	41	symfony_http-foundation_FileBag_7860	kreiraj kolačić	"Ispravlja pogrešno oblikovan PHP $ _FILES niz. PHP ima grešku u tome što se format niza $ _FILES razlikuje, u zavisnosti od toga da li su otpremljena polja datoteka imala normalna imena polja ili imena polja poput (""normal"" vs. ""parent[child]""). Ovaj metod popravlja niz tako da izgleda kao ""normalni"" niz $ _FILES. Sigurno je proslediti već pretvoreni niz, u tom slučaju ovaj metod samo vraća originalni niz neizmenjen"	0.0
120457	PHP	57	briannesbitt_Carbon_CarbonPeriod_322	pronađi int unutar stringa	Konvertuje datumski period u niz bez da menja trenutno stanje iteracije.	0.0
85495	PHP	95	Intervention_image_ImageManager_503	uklanjanja zaglavlja prilikom spajanja nekoliko datoteka	 Inicira instancu Image od razli?itih ulaznih tipova	0.0
135727	PHP	27	squizlabs_PHP_CodeSniffer_Fixer_889	pretvaranje int u bool	Zamenite celokupan sadržaj tokena	0.0
9244	PHP	44	hamcrest_hamcrest-php_Hamcrest_1868	kako štiklirati checkbox	Proverava da li je vrednost logička	0.0
104802	PHP	2	PrestaShop_PrestaShop_AttributeGroup_832	red sa prioritetom	Briše trenutnu AttributeGroup iz baze podataka.	0.0
3443	PHP	43	Sylius_Sylius_LaminasPriorityQueueStub_1188	kako dohvatiti današnji datum	Da li je red prazan?	0.0
100520	PHP	20	PHPOffice_PHPWord_TemplateProcessor_951	zamena delova datoteke	?uvanje dokument rezultata u korisni?ki definisanu datoteku.	0.0
123616	PHP	16	googleapis_google-api-php-client_ClientTest_678	izvoz podataka u excel	Testiranje da li je Refresh Token postavljen kada je osvežen.	0.0
72673	PHP	73	walkor_Workerman_Worker_7760	toplotna mapa iz 3d koordinata	Sačuvaj statističke podatke na disk.	0.0
114400	PHP	0	briannesbitt_Carbon_CarbonImmutable_4	upit	Kreira  vrlo stari datum koji predstavlja po?etak vremena.	0.0
103619	PHP	19	PrestaShop_PrestaShop_AdminAttributesGroupsController_872	lepo ispiši json	Pozovanje odgovaraju?e metode za stvaranje ili ažuriranje objekta.	0.0
103601	PHP	1	PrestaShop_PrestaShop_AdminAttributesGroupsController_872	pretvaranje int u string	Pozovanje odgovaraju?e metode za stvaranje ili ažuriranje objekta.	0.0
41575	PHP	75	PrestaShop_PrestaShop_Access_761	kako rekurzivno raspakovati zip datoteku	Klasa AccessCore.	0.0
117157	PHP	57	briannesbitt_Carbon_CarbonInterval_264	pronađi int unutar stringa	 Određuje da li je instanca veća (duža) ili jednaka drugoj	0.0
124272	PHP	72	symfony_http-foundation_Request_7937	izvlačenje podataka iz sadržaja html koda	Generiše normalizovani URI (URL) za zahtev	0.0
97003	PHP	3	PHPOffice_PHPWord_Media_878	pretvaranje string u datum	Vra?a broj podnožja elemenata medija 	0.0
116723	PHP	23	briannesbitt_Carbon_CarbonInterval_253	html šifrovan string	Poredi 2 intervala datuma.	0.0
134456	PHP	56	walkor_Workerman_Worker_7769	deserializacija json-a	Dohvatiti ime soketa	0.0
36320	PHP	20	PrestaShop_PrestaShop_Address_779	zamena delova datoteke	Dohvati identifikator zone na osnovu adrese.	0.0
44485	PHP	85	BookStackApp_BookStack_CreatesApplication_786	kako proveriti da je checkbox štikliran	Kreiraj aplikaciju.	0.0
19650	PHP	50	matomo-org_matomo_AssetManager_87	konverzija json u xml datoteku	Proverava da li direktorijum u koji će se upisati fajl postoji i da li imamo dozvolu da upisujemo u njega.	0.0
45874	PHP	74	CachetHQ_Cachet_IncidentTemplateTest_1218	dohvatanje svih roditelja xml čvora	Ovo je klasa koja ispituje šablon za incident. 	0.0
39759	PHP	59	phalcon_cphalcon_Optimized_1228	regex ne razlikuje velika i mala slova	Klasa koja koristi predhodno generisan siguran bild i koristi ga za generisanje optimizovan bild za ciljnu platformu.	0.0
134699	PHP	99	TheAlgorithms_PHP_HexadecimalToDecimal_2055	kako efikasno pročitati .csv datoteku	Ova funkcija pretvara poslati decimalni broj u heksadecimalni broj	0.0
145617	PHP	17	symfony_http-foundation_IpUtils_8805	dijagram rasejanja	Poredi dve IPv6 adrese. U slučaju davanja podmreže, ona proverava da li sadrži IP zahtev	0.0
152452	PHP	52	twigphp_Twig_NodeTraverser_10135	normalna raspodela	Prelazi čvor i poziva registrovane posetioce	0.0
13151	PHP	51	markrogoyski_math-php_Bernoulli_3208	kako nasumično izabrati broj	Bernulijeva raspodela.	0.0
31641	PHP	41	ThingEngineer_PHP-MySQLi-Database-Class_dbObject_605	kreiraj kolačić	Funkcija koja vraća ukupan broj zapisa.	0.0
102291	PHP	91	PrestaShop_PrestaShop_AddressFormat_802	otpakovanje podataka iz tekstualne datoteke	Vra?a listu odgovornih klasa className. 	0.0
19280	PHP	80	matomo-org_matomo_Access_36	nasumično izvuci x stavki iz liste	Ukoliko korisnik nema ADMIN pristup za bar jedan sajt, podiže izuzetak.	0.0
87175	PHP	75	Intervention_image_Image_498	kako rekurzivno raspakovati zip datoteku	Izra?unava visinu trenutne slike 	0.0
139100	PHP	0	markrogoyski_math-php_Set_3410	upit	Uklonite element iz skupa. Ne radi ništa ako element ne postoji u skupu	0.0
129649	PHP	49	filp_whoops_FrameCollection_8407	pretvaranje html stranice u pdf	Izlaže tečan interfejs koji se bavi uređenom listom stack-trace frejmova	0.0
149147	PHP	47	ramsey_uuid_UuidTest_2049	pročitaj svojstva datoteke	Testovi koji su generisali UUID koristeći vremensku oznaku poslednji COMB su sekvencijalni	0.0
54663	PHP	63	Intervention_image_Color_564	sakrij atribute datoteke	Inicijalizuj objekat boje objekta iz zadate int vrednosti.	0.0
28698	PHP	98	thephpleague_csv_Reader_358	izlaz u html datoteku	Kombinuje CSV zaglavlje sa svakim zapisom ako je prisutno.	0.0
86380	PHP	80	Intervention_image_ImageServiceProviderLumen_522	nasumično izvuci x stavki iz liste	 Registruje provajdera usluga	0.0
70151	PHP	51	PHPOffice_PHPWord_TemplateProcessor_962	kako nasumično izabrati broj	Pronađi najbližu krajnju poziciju reda iza zadatog početnog pomeraja.	0.0
89824	PHP	24	Intervention_image_TrimCommand_622	određivanje proteklog vremena korišćenjem časovnika	 Se?e delove slike	0.0
109397	PHP	97	bcit-ci_CodeIgniter_Config_349	rangiranje fazi članova na osnovu stepena podudaranja	Postavljanje stavke konfiguracinog fajla	0.0
131137	PHP	37	bobthecow_psysh_Configuration_1485	parsiranje json datoteke	Dohvatanje lokalne datoteke za konfiguraciju PsySH. Pretražuje konfiguracionu datoteku specifičnu za projekat `.psish.php` u trenutnom radnom direktorijumu	0.0
36090	PHP	90	PrestaShop_PrestaShop_Alias_808	slanje binarnih podataka preko seriske veze	Glavna klasa za pseudonim.	0.0
87153	PHP	53	Intervention_image_Image_498	Nelder-Mead optimizacija	Izra?unava visinu trenutne slike 	0.0
63759	PHP	59	PHPOffice_PHPExcel_Calculation_155	regex ne razlikuje velika i mala slova	Obezbedi da su matrice u operaciji istih dimenzija.	0.0
24638	PHP	38	swiftmailer_swiftmailer_AddressEncoder_1289	dohvati trenutnu vrednost posmatrača	Enkodira email adresu.	0.0
38003	PHP	3	briannesbitt_Carbon_CarbonPeriod_354	pretvaranje string u datum	Nastavi da uvećavaš trenutni datum dok se ne pronađe važeći datum ili se iteracija ne završi.	0.0
41204	PHP	4	markrogoyski_math-php_LineweaverBurk_3584	sortiranje string liste	Procenite regresionu jednačinu u k. Koristi instancu metode modela evaulateMethod	0.0
81498	PHP	98	Intervention_image_Color_639	izlaz u html datoteku	 Vra?a RGB alfa vrednost trenutne boje	0.0
96088	PHP	88	PHPOffice_PHPWord_AbstractCollection_971	parsiranje argumenata komandne linije	Vra?a stavku na osnovu indeksa	0.0
37352	PHP	52	Sylius_Sylius_LaminasPriorityQueueStub_1190	normalna raspodela	Zaviri u vrh reda u zavisnosti od prioriteta.	0.0
19424	PHP	24	matomo-org_matomo_Access_46	određivanje proteklog vremena korišćenjem časovnika	Vraća tačno ukoliko je koristnik prijavljen	0.0
118977	PHP	77	briannesbitt_Carbon_CarbonPeriod_350	raspakivanje velikih datoteka	Rukovanje promenom parametara. 	0.0
550	PHP	50	DesignPatternsPHP_DesignPatternsPHP_AddMessageDateCommand_7039	konverzija json u xml datoteku	Ova konkretna komanda menja prijemnika tako da dodaje trenutni datum u poruke kako bi prizivač znao da može da pozove “execute”	0.0
88961	PHP	61	Intervention_image_RotateCommand_620	kako odrediti da li je string valida reč	Rotira sliku u smeru suprotnom od kazaljki na satu	0.0
154720	PHP	20	ramsey_uuid_UuidFactory_1998	zamena delova datoteke	Vraća RFC 4122 Uuid varijantu, kreiranu od obezbeđenih bajtova i verzije	1.0
60206	PHP	6	Intervention_image_Image_485	postgresql konekcija	Magična metoda za hvatanje svih poziva sa slikom.	0.0
7652	PHP	52	getgrav_grav_Cache_1469	normalna raspodela	Vraća logičko stanje toga da li stavka postoji u kešu za zadati id ključ.	0.0
73239	PHP	39	BookStackApp_BookStack_2015_08_08_200447_add_users_to_entities_773	dohvati naziv za vrednost enumerisanog tipa podatka	 Pokrenuti migraciju.	0.0
98200	PHP	0	PHPOffice_PHPWord_ProofStateTest_1057	upit	Test daje izuzetak ako je data pogrešna vrednost dokaza za pravopis	0.0
155340	PHP	40	walkor_Workerman_Worker_8666	šifriraj url	Podesite unix korisnika i grupu za trenutni proces	0.0
66471	PHP	71	PHPOffice_PHPWord_FootnotePropertiesTest_1052	jedinstveni elementi	Test će izbaciti izuzetak ukoliko je prosleđen broj u lošem formatu.	0.0
9686	PHP	86	jorgecasas_php-ml_Adaline_852	pretvoriti uint8 niz u sliku	Prilagođava težine uzimajući u obzir date uzorke i ciljeve koristeći gradijentni spust.	0.0
137537	PHP	37	filp_whoops_FrameCollection_9359	parsiranje json datoteke	Filtrira frejmove koristeći pozivnu promenjivu, vraća isti FrameCollection	0.0
70838	PHP	38	PrestaShop_PrestaShop_Access_773	dohvati trenutnu vrednost posmatrača	Ažuriraj nasleđena prava pristupa modula.	0.0
125575	PHP	75	symfony_http-kernel_UriSigner_3083	kako rekurzivno raspakovati zip datoteku	Potpisuje URI linkove	0.0
136502	PHP	2	getgrav_grav_Composer_1153	red sa prioritetom	 Class Composer	0.0
63071	PHP	71	PHPOffice_PHPExcel_CachedObjectStorageFactory_132	jedinstveni elementi	Dohvati lisu svih dostupnih metoda za keširanje.	0.0
44682	PHP	82	blueimp_jQuery-File-Upload_UploadHandler_1	pretvoriti utc vreme u epohu	JQuery dodatak za odpremanje datoteka	0.0
6133	PHP	33	danielstjules_Stringy_Stringy_10272	formatiranje datuma	Vraća tačno ukoliko string sadrži veliko slovo.	0.0
85994	PHP	94	Intervention_image_ImageServiceProviderLaravelRecent_517	oduzimanje medijana iz svake kolone	 Registruje provajdera usluga	0.0
17948	PHP	48	markrogoyski_math-php_PCA_3564	prekopiraj u klibord	Analiza osnovnih komponenti. PCA koristi korelaciju između vektora da nađe transformaciju koja minimizuje varijabilnost.	0.0
53731	PHP	31	Intervention_image_AbstractFont_472	dohvatanje unutrašnjeg svojstva html taga	Izbroji linije teksta za ispisivanje.	0.0
41411	PHP	11	markrogoyski_math-php_WeightedLinear_3603	aes šifrovanje	Ponderisana linearna regresija - metoda njamanjih kvadrata. Model sa jednom promenljivom obješnjenje. Pronalazi linearnu funkciju koja prolazi kroz skup od n tačaka na takav način da je prosečna vrednost kvadrata odstupanja minimalna (odstupanje je razlika između stvarne izlazne vrednosti podataka za obučavanje i vrednosti koja predviđa linearna funkcija).	0.0
104995	PHP	95	PrestaShop_PrestaShop_AttributeGroup_833	uklanjanja zaglavlja prilikom spajanja nekoliko datoteka	Vra?a sve atribute za dati jezik/grupu.	0.0
24099	PHP	99	serbanghita_Mobile-Detect_Mobile_Detect_1133	kako efikasno pročitati .csv datoteku	Vraća određeno zaglavlje. Ako ne postoji, ne prijavljuje se greška ili izuzetak već se jednostavno vrati null vrednost.	0.0
124533	PHP	33	PrestaShop_PrestaShop_Alias_812	formatiranje datuma	Ovaj metod dozvoljava da se zna postoji li pseudonim za AdminImportController	0.0
22875	PHP	75	phacility_phabricator_diff_match_patch_471	kako rekurzivno raspakovati zip datoteku	Za originalni tekst i enkodiran string razlika računa razliku između dva teksta.	0.0
103114	PHP	14	PrestaShop_PrestaShop_Address_784	upisivanje u csv datoteku	Navodi da li adresa ve? postoji u bazi.	0.0
55160	PHP	60	Intervention_image_Color_571	prilagođeni http odgovor greške	Dohvati RGBA vrednosti u string formatu trenutne instance boje.	0.0
15010	PHP	10	markrogoyski_math-php_Descriptive_3482	binomna raspodela	Deskriptivna statistika. Sažetak koji kvantitativno opisuje ili sumira obeležja skupa informacija.	0.0
42616	PHP	16	PHPOffice_PHPExcel_Cell_170	izvoz podataka u excel	Dohvati formatiranu vrednost ćelije.	0.0
109869	PHP	69	bcit-ci_CodeIgniter_Loader_377	matrica množenja	 CI Autoloader Učitava komponente koje su navedene u config/autoload.php file.	0.0
89770	PHP	70	Intervention_image_TextCommand_560	štampanje rezimea modela	 Ispisuje tekst na datu sliku	0.0
61883	PHP	83	Intervention_image_ResizeCanvasCommand_617	sve permutacije liste	Promeni veličinu granica u kojima se proteže slika.	0.0
71958	PHP	58	markrogoyski_math-php_StandardNormal_3289	dohvatanje jedinstvenog identifikatora trenutnog procesa	Budući da se tabele verovatnoće ne mogu ispisati za svaku normalnu raspodelu, jer postoji beskrajna raznolikost normalnih raspodela, uobičajna je praksa da se normala pretvori u standardnu normalu, a zatim koristi standardna normalna tabela za pronalaženje verovatnoća. Ova tabela je data samo radi potpunosti. Uobičajno je da udžbenici statistike uključuju ovu tabelu pa to radi i ova biblioteka. Bolje je koristiti standardnu CDF funkciju normalne raspodele kada je Z rezultat potreban.	0.0
108571	PHP	71	barryvdh_laravel-debugbar_LumenServiceProvider_123	jedinstveni elementi	Registruje Debugbar Middleware	0.0
12610	PHP	10	markrogoyski_math-php_Average_3437	binomna raspodela	Računa srednju vrednost liste brojeva.	0.0
118859	PHP	59	briannesbitt_Carbon_CarbonPeriod_326	regex ne razlikuje velika i mala slova	Konvertuje datumski period u string. 	0.0
152011	PHP	11	squizlabs_PHP_CodeSniffer_Config_880	aes šifrovanje	Štampa prikupljene podatke o konfiguraciji	0.0
2986	PHP	86	PHPOffice_PHPExcel_Cell_192	pretvoriti uint8 niz u sliku	Prevedi u string.	0.0
95796	PHP	96	PHPOffice_PHPExcel_PHPExcel_93	parsiranje query stringa u url-u	Ima li ova radna knjiga prilago?eni korisni?ki interfejs? 	0.0
53185	PHP	85	Intervention_image_AbstractFont_462	kako proveriti da je checkbox štikliran	Dohvati boju teksta.	0.0
135322	PHP	22	sebastianbergmann_exporter_Exporter_1035	povezivanje na sql server	Izvozi vrednost u jednoredni niz. Izlaz ove metode sličan je izlazu SebastianBergmann\\Exporter\\Exporter::export(). Novi redovi se zamenjuju vidljivim stringom '\\ n'. Sadržaj nizova i objekata (ako ih ima) zamenjuje se sa '...'	0.0
